subject,session,morph_type,morph,pos,ecc,rt,response_identity,third_option
s03,1,ab,33,7,7,0.70126,a,0
s03,1,ac,83,3,7,0.60113,c,0
s03,1,ab,17,1,7,0.68456,a,0
s03,1,bc,17,5,7,0.63448,b,0
s03,1,ac,83,7,7,0.88487,c,0
s03,1,ac,83,1,7,0.86821,c,0
s03,1,bc,17,7,7,1.0853,b,0
s03,1,ab,0,1,7,0.55101,a,0
s03,1,ab,33,1,7,0.5843,a,0
s03,1,ac,0,3,7,0.56771,a,0
s03,1,ab,50,3,7,0.61773,a,0
s03,1,ab,67,1,7,0.86825,b,0
s03,1,bc,0,3,7,1.1186,b,0
s03,1,ab,67,7,7,0.93502,c,1
s03,1,ac,33,1,7,0.6178,a,0
s03,1,ab,67,3,7,1.3691,c,1
s03,1,ac,50,5,7,0.83484,a,0
s03,1,bc,17,3,7,0.81812,b,0
s03,1,bc,67,3,7,0.70123,b,0
s03,1,bc,100,3,7,0.86817,c,0
s03,1,ac,0,7,7,0.63442,a,0
s03,1,ab,83,7,7,1.102,b,0
s03,1,ab,0,3,7,0.53432,a,0
s03,1,ac,0,1,7,0.53423,a,0
s03,1,ab,17,7,7,0.55103,a,0
s03,1,ab,50,5,7,0.81817,b,0
s03,1,bc,83,1,7,0.61778,c,0
s03,1,ac,50,1,7,0.63447,c,0
s03,1,ac,33,3,7,0.63444,a,0
s03,1,bc,33,1,7,0.718,b,0
s03,1,bc,17,1,7,0.76805,b,0
s03,1,ab,33,3,7,1.1354,a,0
s03,1,ab,0,5,7,0.5343,a,0
s03,1,bc,33,7,7,0.68458,b,0
s03,1,ab,33,5,7,0.56769,a,0
s03,1,ac,0,5,7,0.65116,a,0
s03,1,bc,67,5,7,1.1521,b,0
s03,1,bc,100,1,7,0.551,c,0
s03,1,ac,67,3,7,0.53428,c,0
s03,1,ac,33,5,7,0.60109,a,0
s03,1,ac,100,3,7,0.60109,c,0
s03,1,ab,50,7,7,1.0185,b,0
s03,1,ab,100,1,7,0.83487,b,0
s03,1,ab,50,1,7,0.80144,c,1
s03,1,bc,0,5,7,0.70133,b,0
s03,1,bc,33,5,7,0.56781,b,0
s03,1,bc,100,7,7,0.58437,c,0
s03,1,ab,67,5,7,0.58438,b,0
s03,1,bc,50,5,7,0.51757,b,0
s03,1,ab,17,5,7,0.66789,a,0
s03,1,bc,67,7,7,0.56769,c,0
s03,1,ac,67,1,7,0.58436,c,0
s03,1,ac,67,7,7,0.50094,c,0
s03,1,ac,100,7,7,0.56766,c,0
s03,1,bc,50,1,7,0.73459,c,0
s03,1,ac,67,5,7,0.70126,c,0
s03,1,bc,50,3,7,0.63445,b,0
s03,1,ac,50,7,7,1.2856,c,0
s03,1,bc,83,5,7,0.55105,c,0
s03,1,ab,83,5,7,0.66783,b,0
s03,1,ac,17,7,7,0.83485,b,1
s03,1,bc,0,1,7,0.58434,b,0
s03,1,bc,83,3,7,0.65123,c,0
s03,1,ab,83,1,7,0.58444,b,0
s03,1,ab,17,3,7,0.60107,a,0
s03,1,ab,100,7,7,0.8849,b,0
s03,1,ac,100,5,7,0.68455,c,0
s03,1,ab,100,5,7,0.78474,b,0
s03,1,ac,17,3,7,0.60102,a,0
s03,1,ac,33,7,7,0.5176,a,0
s03,1,ac,17,1,7,0.5343,a,0
s03,1,bc,83,7,7,0.60108,c,0
s03,1,ab,0,7,7,0.63451,a,0
s03,1,ab,83,3,7,0.551,b,0
s03,1,ac,50,3,7,0.76805,a,0
s03,1,ac,83,5,7,0.71799,c,0
s03,1,ab,0,7,7,0.70126,a,0
s03,1,ac,100,7,7,0.61782,c,0
s03,1,ab,33,7,7,0.61772,c,1
s03,1,ac,67,7,7,0.70126,c,0
s03,1,ac,0,5,7,0.53432,a,0
s03,1,ab,100,5,7,1.3691,b,0
s03,1,bc,33,7,7,0.70123,b,0
s03,1,ab,50,7,7,0.60105,c,1
s03,1,ac,17,1,7,0.58433,a,0
s03,1,ab,50,1,7,0.63447,b,0
s03,1,ab,100,1,7,0.65106,b,0
s03,1,ab,67,5,7,0.81808,b,0
s03,1,bc,33,1,7,0.61782,b,0
s03,1,ac,83,3,7,0.76803,c,0
s03,1,bc,33,5,7,1.4191,b,0
s03,1,ac,50,5,7,1.5694,c,0
s03,1,ab,83,1,7,0.55099,b,0
s03,1,ac,83,1,7,1.0185,a,0
s03,1,bc,83,5,7,0.76805,c,0
s03,1,bc,100,7,7,0.58432,c,0
s03,1,ac,0,7,7,0.68459,a,0
s03,1,ab,83,5,7,0.55091,b,0
s03,1,ac,17,3,7,0.96843,a,0
s03,1,ab,100,3,7,0.56773,b,0
s03,1,ac,67,1,7,0.80144,c,0
s03,1,ab,33,1,7,0.60106,a,0
s03,1,ab,67,1,7,0.58455,b,0
s03,1,ac,100,1,7,0.76803,c,0
s03,1,bc,67,3,7,0.73458,b,0
s03,1,ab,0,3,7,0.56767,a,0
s03,1,bc,67,7,7,0.71794,b,0
s03,1,ac,0,3,7,0.68458,a,0
s03,1,ab,17,3,7,0.61779,a,0
s03,1,bc,0,5,7,0.6512,b,0
s03,1,ac,17,5,7,0.61777,a,0
s03,1,bc,50,3,7,0.60113,b,0
s03,1,ac,33,1,7,0.51757,a,0
s03,1,bc,50,5,7,0.58432,b,0
s03,1,ab,17,5,7,0.56768,a,0
s03,1,ab,17,1,7,0.51763,a,0
s03,1,ab,33,5,7,0.63463,a,0
s03,1,ab,50,5,7,0.56771,c,1
s03,1,ac,33,5,7,0.45081,a,0
s03,1,ac,17,7,7,0.53428,a,0
s03,1,bc,100,3,7,0.73465,c,0
s03,1,bc,0,3,7,0.56773,b,0
s03,1,ab,100,7,7,0.53429,b,0
s03,1,bc,100,1,7,0.73463,c,0
s03,1,ab,0,1,7,0.50091,a,0
s03,1,bc,50,1,7,0.58437,b,0
s03,1,ab,67,3,7,0.58441,c,1
s03,1,bc,83,7,7,0.50092,c,0
s03,1,bc,17,5,7,0.51758,b,0
s03,1,ac,50,1,7,0.90158,c,0
s03,1,bc,0,7,7,0.81815,b,0
s03,1,bc,17,1,7,0.63443,b,0
s03,1,bc,50,7,7,0.56769,b,0
s03,1,bc,67,5,7,0.93504,c,0
s03,1,ac,83,5,7,0.71789,b,1
s03,1,ac,67,3,7,0.51759,c,0
s03,1,ac,100,5,7,0.58442,c,0
s03,1,ac,50,7,7,0.53429,c,0
s03,1,bc,17,3,7,0.71793,b,0
s03,1,bc,0,1,7,0.61772,b,0
s03,1,ac,67,5,7,1.0519,c,0
s03,1,bc,33,3,7,0.58438,b,0
s03,1,ab,50,3,7,0.71793,b,0
s03,1,ab,67,7,7,1.2188,b,0
s03,1,ab,83,7,7,0.53428,b,0
s03,1,ab,17,7,7,0.61772,a,0
s03,1,bc,67,1,7,0.6178,b,0
s03,1,ac,0,1,7,0.56769,a,0
s03,1,ac,100,3,7,0.66791,c,0
s03,1,ab,33,3,7,0.45078,a,0
s03,1,bc,83,3,7,0.58439,a,1
s03,1,bc,83,1,7,0.83484,b,0
s03,1,ac,83,7,7,0.45078,c,0
s03,1,bc,100,5,7,0.71801,c,0
s03,1,ac,33,3,7,0.86826,a,0
s03,1,ab,0,5,7,0.48416,a,0
s03,1,ab,83,3,7,0.60108,b,0
s03,1,ac,33,7,7,0.78475,a,0
s03,1,bc,17,7,7,0.70123,b,0
s03,1,ac,50,3,7,1.1688,a,0
s03,1,ab,83,7,7,0.5844,b,0
s03,1,ab,50,1,7,1.2189,c,1
s03,1,ac,50,7,7,0.86824,a,0
s03,1,ac,100,7,7,0.6011,c,0
s03,1,ac,50,3,7,1.2188,a,0
s03,1,ac,50,5,7,0.95166,a,0
s03,1,ac,0,3,7,0.81817,a,0
s03,1,ac,100,3,7,0.65112,c,0
s03,1,ab,33,3,7,1.4192,a,0
s03,1,bc,83,7,7,0.7848,c,0
s03,1,bc,67,3,7,0.90165,c,0
s03,1,ac,100,1,7,0.80148,c,0
s03,1,ab,100,7,7,0.81811,b,0
s03,1,bc,100,1,7,0.76802,c,0
s03,1,bc,33,3,7,0.63444,b,0
s03,1,ac,50,1,7,0.96839,c,0
s03,1,ab,50,5,7,0.86818,c,1
s03,1,ab,33,7,7,0.70123,a,0
s03,1,ab,100,5,7,1.2021,b,0
s03,1,ac,0,1,7,0.76802,a,0
s03,1,bc,50,1,7,0.58432,b,0
s03,1,ab,100,1,7,0.46747,b,0
s03,1,ab,33,1,7,0.60107,a,0
s03,1,ab,67,3,7,0.65114,b,0
s03,1,ac,67,5,7,0.71791,c,0
s03,1,bc,33,1,7,0.70125,b,0
s03,1,bc,0,7,7,1.0018,b,0
s03,1,ab,17,1,7,0.61782,a,0
s03,1,ab,67,7,7,1.102,b,0
s03,1,bc,17,3,7,0.90159,b,0
s03,1,ac,67,1,7,0.56761,c,0
s03,1,bc,100,3,7,0.68463,c,0
s03,1,ab,100,3,7,0.73469,b,0
s03,1,bc,0,3,7,0.61779,b,0
s03,1,bc,50,5,7,0.61779,c,0
s03,1,ab,83,5,7,1.0519,b,0
s03,1,ab,50,7,7,1.0018,b,0
s03,1,ac,67,3,7,0.53431,c,0
s03,1,ac,17,1,7,0.63469,a,0
s03,1,ab,0,7,7,0.75137,a,0
s03,1,bc,83,1,7,0.70122,c,0
s03,1,ab,17,7,7,0.45082,a,0
s03,1,ac,33,5,7,0.66785,a,0
s03,1,ab,0,1,7,0.46758,a,0
s03,1,ab,0,3,7,0.45086,a,0
s03,1,ac,33,1,7,0.43411,a,0
s03,1,ac,17,5,7,0.45085,a,0
s03,1,ab,33,5,7,0.38401,a,0
s03,1,bc,83,5,7,0.56765,c,0
s03,1,ac,83,1,7,0.8181,c,0
s03,1,ac,17,3,7,0.56786,a,0
s03,1,ac,0,7,7,0.58437,a,0
s03,1,ac,17,7,7,0.4341,a,0
s03,1,bc,50,3,7,0.51763,b,0
s03,1,ab,17,3,7,0.60111,a,0
s03,1,ab,83,1,7,0.61783,b,0
s03,1,ab,67,1,7,0.60111,b,0
s03,1,ac,100,5,7,0.56768,c,0
s03,1,ab,83,3,7,0.60108,b,0
s03,1,ac,33,3,7,0.86817,a,0
s03,1,ab,67,5,7,0.68455,b,0
s03,1,ab,17,5,7,0.53423,a,0
s03,1,bc,100,5,7,0.91829,b,0
s03,1,ab,50,3,7,0.98503,b,0
s03,1,bc,17,7,7,0.58443,b,0
s03,1,ac,67,7,7,0.51753,c,0
s03,1,bc,67,1,7,1.4025,b,0
s03,1,bc,17,1,7,0.48418,b,0
s03,1,ac,83,3,7,1.0853,c,0
s03,1,bc,33,5,7,0.60113,b,0
s03,1,bc,17,5,7,0.55102,b,0
s03,1,bc,0,1,7,0.70128,b,0
s03,1,bc,100,7,7,0.61775,c,0
s03,1,bc,50,7,7,0.60111,c,0
s03,1,ab,0,5,7,0.7179,a,0
s03,1,bc,67,5,7,0.73463,c,0
s03,1,bc,83,3,7,1.8366,c,0
s03,1,bc,0,5,7,0.63452,b,0
s03,1,ac,83,5,7,0.65112,c,0
s03,1,ac,0,5,7,0.55105,a,0
s03,1,bc,33,7,7,0.61783,b,0
s03,1,ac,83,7,7,0.75132,c,0
s03,1,bc,67,7,7,0.65115,c,0
s03,1,ac,33,7,7,0.81811,a,0
s03,1,ac,83,1,7,0.56766,c,0
s03,1,ab,67,5,7,0.56765,b,0
s03,1,ab,100,5,7,0.68447,b,0
s03,1,bc,33,1,7,0.5677,b,0
s03,1,bc,0,3,7,0.56763,b,0
s03,1,ac,33,7,7,0.61782,a,0
s03,1,bc,100,7,7,0.63457,c,0
s03,1,ab,33,1,7,0.56774,a,0
s03,1,ac,0,7,7,0.56764,a,0
s03,1,ac,17,1,7,0.48418,a,0
s03,1,ab,67,7,7,0.50093,b,0
s03,1,bc,17,1,7,0.53427,b,0
s03,1,bc,67,1,7,0.48421,b,0
s03,1,ac,17,3,7,0.51761,a,0
s03,1,bc,17,5,7,0.65116,b,0
s03,1,ac,33,5,7,0.58435,a,0
s03,1,bc,17,7,7,0.78475,b,0
s03,1,ac,33,1,7,0.70126,a,0
s03,1,bc,0,7,7,0.66785,b,0
s03,1,bc,17,3,7,1.1022,b,0
s03,1,bc,100,3,7,1.2022,c,0
s03,1,bc,83,3,7,0.68453,c,0
s03,1,ab,83,7,7,0.83477,b,0
s03,1,ac,100,7,7,0.53434,c,0
s03,1,ab,17,5,7,0.55097,a,0
s03,1,bc,83,1,7,0.76796,c,0
s03,1,bc,33,5,7,0.88522,c,0
s03,1,ac,0,3,7,0.65119,a,0
s03,1,bc,0,1,7,0.66785,b,0
s03,1,bc,100,1,7,0.75129,c,0
s03,1,bc,50,7,7,0.66787,b,0
s03,1,ac,100,3,7,0.68454,c,0
s03,1,ab,83,3,7,0.73459,b,0
s03,1,bc,0,5,7,0.73471,b,0
s03,1,bc,67,3,7,0.51761,b,0
s03,1,ac,33,3,7,0.63451,a,0
s03,1,ac,17,7,7,0.45076,a,0
s03,1,ab,0,1,7,0.38406,a,0
s03,1,bc,50,3,7,0.80143,b,0
s03,1,ac,100,1,7,0.86821,c,0
s03,1,ac,0,5,7,0.55094,a,0
s03,1,bc,50,5,7,0.70129,c,0
s03,1,bc,33,7,7,0.5343,b,0
s03,1,ab,100,1,7,1.4861,c,1
s03,1,ac,50,3,7,0.70122,a,0
s03,1,bc,83,5,7,0.58439,c,0
s03,1,ab,0,5,7,0.46752,a,0
s03,1,ab,67,3,7,0.55096,b,0
s03,1,ab,50,7,7,1.1688,a,0
s03,1,ac,67,1,7,0.70131,c,0
s03,1,ab,17,3,7,0.51768,a,0
s03,1,ac,83,5,7,0.56761,c,0
s03,1,ab,100,7,7,0.56765,b,0
s03,1,ab,33,3,7,0.93499,c,1
s03,1,ab,100,3,7,0.61778,b,0
s03,1,bc,33,3,7,0.60103,b,0
s03,1,bc,83,7,7,0.61788,c,0
s03,1,ab,33,5,7,0.95169,a,0
s03,1,ab,17,7,7,0.71796,a,0
s03,1,ac,17,5,7,0.43413,a,0
s03,1,bc,50,1,7,0.68461,b,0
s03,1,ac,50,7,7,1.0519,a,0
s03,1,ab,33,7,7,0.70124,a,0
s03,1,ab,17,1,7,0.50095,a,0
s03,1,ab,50,5,7,1.0351,b,0
s03,1,ac,0,1,7,0.58434,a,0
s03,1,ac,100,5,7,0.55097,b,1
s03,1,ac,67,3,7,0.48416,c,0
s03,1,ab,83,5,7,0.55094,b,0
s03,1,ab,0,7,7,0.63444,a,0
s03,1,ac,50,1,7,0.71793,a,0
s03,1,bc,67,5,7,0.83475,b,0
s03,1,ab,83,1,7,1.0352,b,0
s03,1,ac,83,3,7,0.70125,c,0
s03,1,bc,67,7,7,0.75128,c,0
s03,1,ac,67,5,7,0.56776,c,0
s03,1,ab,50,1,7,0.70126,b,0
s03,1,ab,0,3,7,2.7549,a,0
s03,1,ab,67,1,7,0.66785,b,0
s03,1,ac,50,5,7,0.55093,c,0
s03,1,bc,100,5,7,1.4359,b,0
s03,1,ab,50,3,7,1.0018,b,0
s03,1,ac,67,7,7,0.60107,c,0
s03,1,ac,83,7,7,0.50094,c,0
s03,1,bc,67,3,7,0.68454,c,0
s03,1,ac,100,5,7,0.53426,c,0
s03,1,ac,67,7,7,0.46747,c,0
s03,1,ac,17,3,7,0.70124,a,0
s03,1,bc,50,7,7,0.65117,b,0
s03,1,ab,17,1,7,0.53421,a,0
s03,1,ab,83,5,7,0.66783,b,0
s03,1,bc,100,7,7,0.61775,c,0
s03,1,ac,33,3,7,0.63448,a,0
s03,1,bc,50,3,7,1.7532,b,0
s03,1,bc,83,1,7,0.78478,c,0
s03,1,ab,67,7,7,1.0852,b,0
s03,1,bc,83,7,7,0.8181,c,0
s03,1,bc,0,7,7,1.5361,b,0
s03,1,ac,0,1,7,0.5343,a,0
s03,1,ab,33,3,7,0.50089,a,0
s03,1,ac,67,5,7,0.81808,c,0
s03,1,bc,33,5,7,0.76806,b,0
s03,1,ac,0,3,7,0.50091,a,0
s03,1,ac,0,5,7,0.53427,a,0
s03,1,ab,100,3,7,0.65124,b,0
s03,1,ab,17,3,7,0.63441,a,0
s03,1,ac,67,1,7,2.3209,a,0
s03,1,ab,83,1,7,0.55094,b,0
s03,1,bc,17,7,7,1.0519,b,0
s03,1,bc,67,7,7,0.71789,b,0
s03,1,ab,100,5,7,1.1019,b,0
s03,1,bc,33,7,7,0.58436,b,0
s03,1,bc,50,5,7,1.1688,b,0
s03,1,ab,50,5,7,0.65113,c,1
s03,1,ac,83,5,7,0.55096,c,0
s03,1,bc,100,5,7,0.66785,c,0
s03,1,bc,33,3,7,0.70128,b,0
s03,1,ac,83,3,7,0.78467,c,0
s03,1,bc,83,3,7,0.61781,c,0
s03,1,ab,17,7,7,0.6846,a,0
s03,1,bc,100,3,7,0.81809,b,0
s03,1,ac,83,7,7,0.80144,c,0
s03,1,ab,100,1,7,0.71798,b,0
s03,1,ab,0,5,7,0.61778,a,0
s03,1,ab,83,3,7,0.76803,b,0
s03,1,ac,67,3,7,0.63444,a,0
s03,1,ab,50,7,7,0.66781,b,0
s03,1,bc,67,1,7,0.76802,b,0
s03,1,ab,0,7,7,0.93499,c,1
s03,1,bc,83,5,7,0.61801,b,0
s03,1,ab,67,1,7,0.75133,b,0
s03,1,ac,100,1,7,0.98511,b,1
s03,1,bc,0,3,7,0.63451,b,0
s03,1,ac,50,7,7,0.90159,a,0
s03,1,ab,83,7,7,1.0686,b,0
s03,1,ab,33,7,7,0.98505,c,1
s03,1,ab,0,1,7,0.46745,a,0
s03,1,bc,17,5,7,0.5677,b,0
s03,1,ac,17,1,7,0.56776,a,0
s03,1,bc,33,1,7,0.63443,b,0
s03,1,ac,0,7,7,0.81807,a,0
s03,1,ac,100,3,7,0.53432,c,0
s03,1,ab,17,5,7,0.78471,a,0
s03,1,bc,0,1,7,0.58441,b,0
s03,1,ab,50,1,7,0.53429,a,0
s03,1,ac,17,7,7,0.5844,a,0
s03,1,bc,17,3,7,1.4526,b,0
s03,1,ac,33,1,7,1.0685,a,0
s03,1,bc,17,1,7,0.55095,b,0
s03,1,ab,67,3,7,1.1687,b,0
s03,1,ac,50,5,7,0.65115,a,0
s03,1,ab,67,5,7,0.83483,b,0
s03,1,ac,100,7,7,0.70125,c,0
s03,1,ab,0,3,7,0.91827,a,0
s03,1,ac,50,3,7,1.3691,a,0
s03,1,ac,33,5,7,0.78474,a,0
s03,1,bc,50,1,7,0.58437,b,0
s03,1,bc,67,5,7,0.81812,c,0
s03,1,ab,33,1,7,0.48422,a,0
s03,1,ab,100,7,7,1.0852,c,1
s03,1,bc,0,5,7,0.66788,b,0
s03,1,ac,17,5,7,0.58439,a,0
s03,1,ac,33,7,7,0.53423,a,0
s03,1,ac,83,1,7,0.75139,b,1
s03,1,ac,50,1,7,1.0185,c,0
s03,1,ab,33,5,7,0.63447,a,0
s03,1,bc,100,1,7,0.63446,c,0
s03,1,ab,50,3,7,0.91836,c,1
s03,1,ac,50,7,7,1.0853,c,0
s03,1,ac,0,3,7,0.58433,a,0
s03,1,ac,67,1,7,0.56767,c,0
s03,1,ab,33,7,7,1.1187,a,0
s03,1,ac,100,7,7,0.78472,c,0
s03,1,ab,50,1,7,1.9869,a,0
s03,1,ac,17,5,7,0.71794,a,0
s03,1,bc,0,7,7,0.63444,c,0
s03,1,bc,33,7,7,0.50096,b,0
s03,1,ab,50,3,7,1.1355,c,1
s03,1,ac,17,3,7,0.56775,a,0
s03,1,bc,100,3,7,0.80146,c,0
s03,1,bc,83,3,7,0.60109,c,0
s03,1,ab,17,1,7,0.51759,a,0
s03,1,bc,100,7,7,0.48424,c,0
s03,1,ac,33,5,7,0.70124,a,0
s03,1,ab,67,7,7,0.86821,b,0
s03,1,ab,83,1,7,0.61782,b,0
s03,1,ab,17,3,7,0.60106,a,0
s03,1,ab,67,3,7,0.71796,b,0
s03,1,bc,67,7,7,0.60107,c,0
s03,1,bc,50,3,7,0.91831,b,0
s03,1,bc,33,5,7,0.6011,b,0
s03,1,bc,67,1,7,1.8199,c,0
s03,1,ab,100,7,7,0.91834,b,0
s03,1,bc,83,7,7,0.63451,c,0
s03,1,ac,83,7,7,0.48418,c,0
s03,1,ac,50,3,7,1.0352,a,0
s03,1,bc,83,5,7,0.66786,b,0
s03,1,ac,0,1,7,0.50091,a,0
s03,1,ab,83,5,7,0.68454,b,0
s03,1,ab,0,3,7,0.71794,a,0
s03,1,ac,50,1,7,1.1187,b,1
s03,1,bc,17,1,7,0.78473,b,0
s03,1,bc,33,3,7,0.68456,b,0
s03,1,bc,17,3,7,0.53427,b,0
s03,1,bc,50,5,7,0.95173,b,0
s03,1,ac,100,5,7,0.80145,b,1
s03,1,bc,100,5,7,0.56768,c,0
s03,1,bc,67,5,7,0.66783,c,0
s03,1,ab,17,7,7,0.68458,a,0
s03,1,ac,0,5,7,0.46748,a,0
s03,1,ac,67,7,7,0.71794,a,0
s03,1,bc,100,1,7,0.88487,b,0
s03,1,ac,33,3,7,0.60107,a,0
s03,1,ab,17,5,7,0.4842,a,0
s03,1,bc,50,7,7,1.1521,b,0
s03,1,ac,100,3,7,0.53427,c,0
s03,1,ab,100,3,7,1.0351,c,1
s03,1,bc,17,7,7,1.2689,b,0
s03,1,ac,67,5,7,1.0018,c,0
s03,1,ab,0,5,7,0.58438,a,0
s03,1,ac,17,1,7,0.50089,a,0
s03,1,ab,83,3,7,0.60109,b,0
s03,1,bc,67,3,7,0.71788,b,0
s03,1,ab,83,7,7,0.58437,b,0
s03,1,ac,67,3,7,0.65118,a,0
s03,1,ab,67,1,7,0.80144,b,0
s03,1,bc,17,5,7,0.7179,b,0
s03,1,ac,100,1,7,0.66788,c,0
s03,1,ac,83,3,7,0.56768,c,0
s03,1,ab,67,5,7,0.66815,b,0
s03,1,ac,83,1,7,0.95166,c,0
s03,1,ab,33,5,7,0.48421,a,0
s03,1,bc,0,1,7,0.60111,b,0
s03,1,ab,100,5,7,0.68452,b,0
s03,1,ab,0,7,7,0.58441,a,0
s03,1,ac,50,5,7,0.85149,c,0
s03,1,ab,100,1,7,0.60112,b,0
s03,1,ac,0,7,7,0.66787,c,0
s03,1,bc,50,1,7,0.58437,b,0
s03,1,ac,17,7,7,0.71793,a,0
s03,1,ab,0,1,7,0.6846,a,0
s03,1,ac,83,5,7,1.0018,c,0
s03,1,bc,83,1,7,0.56766,b,0
s03,1,bc,33,1,7,0.56768,b,0
s03,1,ab,50,5,7,0.80169,a,0
s03,1,ab,33,3,7,0.56773,a,0
s03,1,ac,33,7,7,0.51758,a,0
s03,1,bc,0,5,7,0.63443,b,0
s03,1,ab,33,1,7,0.55098,a,0
s03,1,ac,33,1,7,0.70136,a,0
s03,1,ab,50,7,7,1.0185,c,1
s03,1,bc,0,3,7,0.75125,b,0
s03,1,ab,0,7,7,0.56767,a,0
s03,1,ac,67,7,7,0.6511,c,0
s03,1,ac,100,1,7,0.83483,c,0
s03,1,bc,33,1,7,0.50094,b,0
s03,1,ab,100,3,7,0.5176,b,0
s03,1,ab,0,5,7,0.53435,a,0
s03,1,ab,50,1,7,0.768,b,0
s03,1,ab,33,1,7,0.56763,a,0
s03,1,ac,33,5,7,0.78478,a,0
s03,1,ac,0,1,7,0.50085,a,0
s03,1,ab,0,1,7,0.43405,a,0
s03,1,ab,33,5,7,0.45078,a,0
s03,1,ab,0,3,7,0.46751,a,0
s03,1,ab,33,7,7,0.46747,a,0
s03,1,ab,50,3,7,0.61779,a,0
s03,1,bc,50,5,7,0.5844,b,0
s03,1,bc,67,1,7,0.98508,b,0
s03,1,bc,0,5,7,1.1353,b,0
s03,1,ab,50,5,7,0.91831,b,0
s03,1,bc,17,3,7,0.60137,b,0
s03,1,ab,83,7,7,0.65115,b,0
s03,1,ac,50,1,7,0.88512,b,1
s03,1,ab,50,7,7,0.71792,b,0
s03,1,ab,100,1,7,0.63445,b,0
s03,1,ab,67,5,7,0.78475,b,0
s03,1,ab,67,7,7,0.78469,b,0
s03,1,bc,17,5,7,0.66786,b,0
s03,1,ac,50,3,7,0.78473,b,1
s03,1,ac,67,5,7,0.75132,a,0
s03,1,ac,0,5,7,0.51755,a,0
s03,1,bc,83,3,7,0.80146,c,0
s03,1,bc,100,5,7,0.81812,c,0
s03,1,bc,0,3,7,0.65116,b,0
s03,1,ac,100,3,7,0.75135,c,0
s03,1,ab,67,3,7,0.61771,b,0
s03,1,ab,67,1,7,0.65121,b,0
s03,1,bc,100,3,7,0.5343,c,0
s03,1,bc,67,7,7,0.85157,c,0
s03,1,bc,50,7,7,0.73472,b,0
s03,1,ac,67,3,7,0.60104,c,0
s03,1,bc,17,7,7,0.56762,b,0
s03,1,bc,50,1,7,0.86823,b,0
s03,1,bc,33,5,7,0.56772,b,0
s03,1,ab,17,1,7,0.65123,a,0
s03,1,ac,83,3,7,0.70122,c,0
s03,1,ac,17,3,7,0.5176,c,0
s03,1,ac,33,1,7,0.53425,a,0
s03,1,ac,83,5,7,0.65115,b,1
s03,1,bc,100,7,7,0.71797,c,0
s03,1,ac,50,7,7,0.88502,a,0
s03,1,bc,83,5,7,0.61775,c,0
s03,1,ab,17,7,7,0.71795,a,0
s03,1,ab,83,5,7,0.90156,c,1
s03,1,bc,0,1,7,0.68467,b,0
s03,1,bc,100,1,7,0.73464,c,0
s03,1,ac,0,7,7,0.61782,a,0
s03,1,ac,83,7,7,0.86822,c,0
s03,1,bc,50,3,7,0.56772,b,0
s03,1,bc,0,7,7,1.1854,c,0
s03,1,ab,33,3,7,0.63446,a,0
s03,1,ac,33,3,7,0.53426,a,0
s03,1,ab,17,3,7,0.45077,a,0
s03,1,ac,83,1,7,1.0185,c,0
s03,1,bc,33,3,7,0.51757,b,0
s03,1,bc,83,1,7,0.61781,c,0
s03,1,ac,17,5,7,0.55102,a,0
s03,1,ac,100,7,7,0.551,c,0
s03,1,ab,83,3,7,0.56774,b,0
s03,1,ab,100,7,7,0.6178,b,0
s03,1,ab,17,5,7,0.53448,a,0
s03,1,ac,17,7,7,0.4343,a,0
s03,1,bc,67,3,7,0.61782,b,0
s03,1,ac,67,1,7,0.66782,c,0
s03,1,ac,100,5,7,0.61779,c,0
s03,1,ac,0,3,7,0.56766,a,0
s03,1,ac,50,5,7,0.93502,a,0
s03,1,bc,83,7,7,0.51764,c,0
s03,1,bc,67,5,7,0.55103,c,0
s03,1,ab,83,1,7,0.86814,c,1
s03,1,ab,100,5,7,1.1855,c,1
s03,1,ac,33,7,7,0.55095,a,0
s03,1,ac,17,1,7,0.50087,a,0
s03,1,bc,33,7,7,0.46758,b,0
s03,1,bc,17,1,7,0.51761,b,0
s03,2,ab,33,5,7,0.75136,c,1
s03,2,ac,50,5,7,0.60108,a,0
s03,2,bc,33,7,7,1.0018,b,0
s03,2,ac,17,7,7,0.71793,a,0
s03,2,ac,17,5,7,0.66782,a,0
s03,2,bc,17,3,7,0.65118,b,0
s03,2,ab,17,5,7,0.60111,a,0
s03,2,ac,100,7,7,0.56768,c,0
s03,2,ab,50,5,7,0.73462,a,0
s03,2,bc,100,1,7,0.75129,c,0
s03,2,ab,33,1,7,0.70127,a,0
s03,2,bc,67,7,7,0.65113,c,0
s03,2,bc,17,7,7,1.3858,c,0
s03,2,ac,33,7,7,0.63446,a,0
s03,2,bc,100,3,7,1.1688,c,0
s03,2,ab,83,7,7,0.91824,c,1
s03,2,ab,100,7,7,0.88491,b,0
s03,2,ab,83,5,7,0.63455,b,0
s03,2,ab,0,5,7,0.56763,a,0
s03,2,ac,67,1,7,0.60111,a,0
s03,2,ac,83,1,7,1.6696,a,0
s03,2,ab,83,1,7,0.55098,b,0
s03,2,bc,33,1,7,0.63449,b,0
s03,2,ab,0,1,7,0.68459,a,0
s03,2,bc,17,5,7,0.85152,b,0
s03,2,bc,33,3,7,0.86825,b,0
s03,2,bc,83,5,7,0.73463,c,0
